cutoff_bohr,fold,seed,scheme,n_train,n_test,best_standardized_mse,final_standardized_mse,best_step
1.0,2,47,B,196,49,7.238658768312246e-07,7.238658768312246e-07,20000
1.0,2,71,B,196,49,5.256222704962315e-07,5.256222704962315e-07,20000
1.0,2,101,B,196,49,9.126494999140881e-07,9.126494999140881e-07,20000
1.0,3,11,A,196,49,8.45878660898914e-06,8.45878660898914e-06,20000
1.0,3,29,A,196,49,8.508088906904586e-06,8.508088906904586e-06,20000
1.0,3,47,A,196,49,6.2494364643517965e-06,6.2494364643517965e-06,20000
1.0,3,71,A,196,49,1.2757380619871436e-05,1.2757380619871436e-05,20000
1.0,3,101,A,196,49,1.0734088657060608e-05,1.0734088657060608e-05,20000
1.0,3,11,B,196,49,1.3055777223158875e-06,1.3055777223158875e-06,20000
1.0,3,29,B,196,49,1.5660485302511188e-06,1.5660485302511188e-06,20000
1.0,3,47,B,196,49,7.12662029716307e-07,7.12662029716307e-07,20000
1.0,3,71,B,196,49,5.155965420316356e-07,5.155965420316356e-07,20000
1.0,3,101,B,196,49,8.998395152575556e-07,8.998395152575556e-07,20000
1.0,4,11,A,197,48,5.0256335448998975e-06,5.0256335448998975e-06,20000
1.0,4,29,A,197,48,9.333546779528249e-06,9.333546779528249e-06,20000
1.0,4,47,A,197,48,5.777803735752279e-06,5.777803735752279e-06,20000
1.0,4,71,A,197,48,1.0759659335131395e-05,1.0759659335131395e-05,20000
1.0,4,101,A,197,48,9.894642731738161e-06,9.894642731738161e-06,20000
1.0,4,11,B,197,48,1.286023586071457e-06,1.286023586071457e-06,20000
1.0,4,29,B,197,48,1.5505161249046107e-06,1.5505161249046107e-06,20000
1.0,4,47,B,197,48,6.938239317687533e-07,6.938239317687533e-07,20000
1.0,4,71,B,197,48,4.917578024271397e-07,4.917578024271397e-07,20000
1.0,4,101,B,197,48,8.713873802098646e-07,8.713873802098646e-07,20000
1.5,0,11,A,169,43,4.499852040068799e-06,4.499852040068799e-06,20000
1.5,0,29,A,169,43,3.641349274156994e-06,3.641349274156994e-06,20000
1.5,0,47,A,169,43,6.402405809191507e-06,6.402405809191507e-06,20000
1.5,0,71,A,169,43,3.6748352474210084e-06,3.6748352474210084e-06,20000
1.5,0,101,A,169,43,3.5029070323239084e-06,3.5029070323239084e-06,20000
1.5,0,11,B,169,43,3.3159202613688015e-06,3.3159202613688015e-06,20000
1.5,0,29,B,169,43,5.0001782472391136e-06,5.0001782472391136e-06,20000
1.5,0,47,B,169,43,3.984161954156857e-06,3.984161954156857e-06,20000
1.5,0,71,B,169,43,1.694315969700966e-06,1.694315969700966e-06,20000
1.5,0,101,B,169,43,2.947557722230442e-06,2.947557722230442e-06,20000
1.5,1,11,A,170,42,4.2632552296146355e-06,4.2632552296146355e-06,20000
1.5,1,29,A,170,42,3.5355543548336057e-06,3.5355543548336057e-06,20000
1.5,1,47,A,170,42,6.341851738056347e-06,6.341851738056347e-06,20000
1.5,1,71,A,170,42,3.3456498453066798e-06,3.3456498453066798e-06,20000
1.5,1,101,A,170,42,3.131244625740048e-06,3.131244625740048e-06,20000
1.5,1,11,B,170,42,3.32216409349851e-06,3.32216409349851e-06,20000
1.5,1,29,B,170,42,5.10780917521394e-06,5.10780917521394e-06,20000
1.5,1,47,B,170,42,4.1454065796192035e-06,4.1454065796192035e-06,20000
1.5,1,71,B,170,42,1.7515186775753543e-06,1.7515186775753543e-06,20000
1.5,1,101,B,170,42,3.158357985539067e-06,3.158357985539067e-06,20000
1.5,2,11,A,170,42,4.381999049468371e-06,4.381999049468371e-06,20000
1.5,2,29,A,170,42,3.6488505140069755e-06,3.6488505140069755e-06,20000
1.5,2,47,A,170,42,6.256939349580107e-06,6.256939349580107e-06,20000
1.5,2,71,A,170,42,3.6258486450338634e-06,3.6258486450338634e-06,20000
1.5,2,101,A,170,42,3.3610971732406388e-06,3.3610971732406388e-06,20000
1.5,2,11,B,170,42,3.35746605447457e-06,3.35746605447457e-06,20000
1.5,2,29,B,170,42,5.203224656087679e-06,5.203224656087679e-06,20000
1.5,2,47,B,170,42,4.347047447540177e-06,4.347047447540177e-06,20000
1.5,2,71,B,170,42,1.7596242719174893e-06,1.7596242719174893e-06,20000
1.5,2,101,B,170,42,3.2038386133379394e-06,3.2038386133379394e-06,20000
1.5,3,11,A,170,42,4.103769620578398e-06,4.103769620578398e-06,20000
1.5,3,29,A,170,42,3.4767669279267005e-06,3.4767669279267005e-06,20000
1.5,3,47,A,170,42,6.043681435910808e-06,6.043681435910808e-06,20000
1.5,3,71,A,170,42,3.3664262366031666e-06,3.3664262366031666e-06,20000
1.5,3,101,A,170,42,3.025099286136342e-06,3.025099286136342e-06,20000
1.5,3,11,B,170,42,3.3001217523277527e-06,3.3001217523277527e-06,20000
1.5,3,29,B,170,42,5.123368729942578e-06,5.123368729942578e-06,20000
1.5,3,47,B,170,42,4.133625396659385e-06,4.133625396659385e-06,20000
1.5,3,71,B,170,42,1.7279600258419787e-06,1.7279600258419787e-06,20000
1.5,3,101,B,170,42,3.1407341658210676e-06,3.1407341658210676e-06,20000
1.5,4,11,A,169,43,4.924639755102255e-06,4.924639755102255e-06,20000
1.5,4,29,A,169,43,3.589362448748784e-06,3.589362448748784e-06,20000
1.5,4,47,A,169,43,6.055408712236532e-06,6.055408712236532e-06,20000
1.5,4,71,A,169,43,3.666783725051129e-06,3.666783725051129e-06,20000
1.5,4,101,A,169,43,3.343348042429192e-06,3.343348042429192e-06,20000
1.5,4,11,B,169,43,3.3609460615403104e-06,3.3609460615403104e-06,20000
1.5,4,29,B,169,43,5.212316182875865e-06,5.212316182875865e-06,20000
1.5,4,47,B,169,43,5.422308124407439e-06,5.422308124407439e-06,20000
1.5,4,71,B,169,43,1.8193572352412291e-06,1.8193572352412291e-06,20000
1.5,4,101,B,169,43,3.246135989234995e-06,3.246135989234995e-06,20000
2.0,0,11,A,150,39,4.6204220975785115e-06,4.6204220975785115e-06,20000
2.0,0,29,A,150,39,4.00090890440148e-06,4.00090890440148e-06,20000
2.0,0,47,A,150,39,6.1247764125776915e-06,6.1247764125776915e-06,20000
2.0,0,71,A,150,39,3.7072976332235047e-06,3.7072976332235047e-06,20000
2.0,0,101,A,150,39,6.69430868194824e-06,6.69430868194824e-06,20000
2.0,0,11,B,150,39,3.555836924690549e-06,3.555836924690549e-06,20000
2.0,0,29,B,150,39,4.876523037390221e-06,4.876523037390221e-06,20000
2.0,0,47,B,150,39,4.969207652918808e-06,4.969207652918808e-06,20000
2.0,0,71,B,150,39,3.605074418886224e-06,3.605074418886224e-06,20000
2.0,0,101,B,150,39,4.948650183603153e-06,4.948650183603153e-06,20000
2.0,1,11,A,152,37,4.1969586793577015e-06,4.1969586793577015e-06,20000
