r_bohr,r_angstrom,total_hartree,nuclear_repulsion_hartree,electronic_hartree,one_electron_hartree,two_electron_hartree,scf_iterations,n_ao,n_mo,minimum_overlap_eigenvalue,point_group,scf_seconds
0.17585380430541248,0.09305782564804621,3.744523242700988,5.686541749550439,-1.9420185068494509,-1.9420185068494513,4.440892098500626e-16,2,160,160,5.8868293157658435e-09,d2h,0.2980105829992681
0.17801808088547075,0.09420311149179986,3.6765711367748404,5.617406923083038,-1.940835786308198,-1.9408357863081984,2.220446049250313e-16,2,160,160,6.023063360475061e-09,d2h,0.29081625000071654
0.1802089937565862,0.09536249265375774,3.609480934077512,5.5491126117197584,-1.9396316776422466,-1.939631677642247,0.0,2,160,160,6.162226473130395e-09,d2h,0.29648487499980547
0.18242687073822877,0.09653614260851255,3.5432427137411096,5.481648596795467,-1.9384058830543576,-1.938405883054358,2.220446049250313e-16,2,160,160,6.304370385522357e-09,d2h,0.29746766700009175
0.18467204368442428,0.09772423696565202,3.477846680371486,5.41500478387971,-1.9371581035082244,-1.9371581035082244,0.0,2,160,160,6.449549659639495e-09,d2h,0.29487350000090373
0.18694484853340873,0.09892695349603488,3.4132831624457323,5.349171201266294,-1.9358880388205622,-1.9358880388205617,-1.1102230246251565e-16,2,160,160,6.597817493048835e-09,d2h,0.29639750000023923
0.18924562535789363,0.10014447215838998,3.3495426107292783,5.28413799848129,-1.9345953877520117,-1.9345953877520115,-1.1102230246251565e-16,2,160,160,6.74923007826591e-09,d2h,0.2937257089997729
0.1915747184159502,0.1013769751262432,3.2866155967111172,5.219895444809077,-1.9332798480979596,-1.9332798480979596,0.0,2,160,160,6.903839722460752e-09,d2h,0.29793462499947054
0.1939324762025194,0.10262464681517537,3.224492811057476,5.156433927836419,-1.931941116778943,-1.931941116778943,1.1102230246251565e-16,2,160,160,7.061704065488843e-09,d2h,0.3034586659996421
0.1963192515015563,0.10388767391041577,3.1631650620850533,5.093743952014167,-1.9305788899291136,-1.930578889929114,1.1102230246251565e-16,2,160,160,7.222878113613026e-09,d2h,0.299282875001154
0.1987354014388159,0.1051662453947753,3.102623274251185,5.031816137236457,-1.9291928629852721,-1.9291928629852717,-2.220446049250313e-16,2,160,160,7.387418139994579e-09,d2h,0.29185654199864075
0.20118128753528905,0.1064605525769235,3.0428584866632455,4.9706412174372385,-1.927782730773993,-1.9277827307739925,0.0,2,160,160,7.55538189692271e-09,d2h,0.2893044159991405
0.20365727576129525,0.10777078912001323,2.983861851604788,4.91021003920376,-1.9263481875989723,-1.9263481875989723,-1.1102230246251565e-16,2,160,160,7.726826196480435e-09,d2h,0.2980076249987178
0.20616373659124201,0.10909715107065807,2.9256246330799582,4.850513560407021,-1.9248889273270624,-1.9248889273270628,0.0,2,160,160,7.901808625200594e-09,d2h,0.2971655000001192
0.20870104505905776,0.11043983688826617,2.868138205374402,4.791542848848802,-1.9234046434743997,-1.9234046434743992,-2.220446049250313e-16,2,160,160,8.080388474526311e-09,d2h,0.2950424580012623
0.21126958081430672,0.11179904747473497,2.8113940516323725,4.733289080925188,-1.9218950292928159,-1.9218950292928159,1.1102230246251565e-16,2,160,160,8.262625496282024e-09,d2h,0.2987303340014478
0.21386972817899502,0.11317498620451169,2.755383762450008,4.6757435403063,-1.9203597778562917,-1.920359777856292,-1.1102230246251565e-16,2,160,160,8.448576503324456e-09,d2h,0.29420274999938556
0.21650187620507552,0.11456785895502351,2.7000990344842766,4.618897616632092,-1.918798582147815,-1.9187985821478162,5.551115123125783e-16,2,160,160,8.638302854910183e-09,d2h,0.2948127089985064
0.21916641873266018,0.11597787413748235,2.6455316690759414,4.5627428042240465,-1.9172111351481051,-1.917211135148106,4.440892098500626e-16,2,160,160,8.831865624318845e-09,d2h,0.2960934589991666
0.2218637544489495,0.1174052427280689,2.5916735708872505,4.507270700812456,-1.9155971299252057,-1.915597129925206,1.1102230246251565e-16,2,160,160,9.029324708247151e-09,d2h,0.30004462500073714
0.2245942869478867,0.11885017829950027,2.5385167465530305,4.452473006279246,-1.9139562597262154,-1.9139562597262154,0.0,2,160,160,9.230742222981627e-09,d2h,0.3018581249998533
0.22735842479054602,0.12031289705298612,2.4860533033445726,4.398341521416021,-1.9122882180714482,-1.9122882180714484,0.0,2,160,160,9.436180739378855e-09,d2h,0.2983299170009559
0.23015658156626484,0.12179361785057836,2.434275447845958,4.344868146697288,-1.91059269885133,-1.91059269885133,-1.1102230246251565e-16,2,160,160,9.645699761489734e-09,d2h,0.30059199999959674
0.23298917595452748,0.1232925622479187,2.3831754846424125,4.292044881068513,-1.9088693964261005,-1.9088693964261005,0.0,2,160,160,9.859364359868545e-09,d2h,0.2969708750006248
0.23585663178761088,0.12480995452738917,2.3327458150196283,4.23986382074896,-1.9071180057293318,-1.9071180057293324,4.440892098500626e-16,2,160,160,1.007724112977181e-08,d2h,0.3001205420005135
0.23875937811400158,0.1263460217316712,2.2829789356740977,4.188317158049077,-1.9053382223749789,-1.9053382223749789,0.0,2,160,160,1.0299390256167956e-08,d2h,0.2986120830009895
0.24169784926259252,0.12790099369771682,2.2338674374336724,4.137397180202255,-1.9035297427685824,-1.9035297427685824,2.220446049250313e-16,2,160,160,1.052588050492719e-08,d2h,0.2983871670003282
0.24467248490767077,0.12947510309113888,2.185404003988288,4.08709626821078,-1.9016922642224916,-1.901692264222492,3.3306690738754696e-16,2,160,160,1.0756776321394722e-08,d2h,0.30348141600006784
0.24768373013470413,0.13106858544102376,2.137581410630011,4.037406895705844,-1.8998254850758336,-1.8998254850758338,0.0,2,160,160,1.0992147136505003e-08,d2h,0.2986068329992122
