cutoff_bohr,fold,seed,scheme,n_train,n_test,best_standardized_mse,final_standardized_mse,best_step
1.0,4,29,A,197,48,0.0005820292225563251,0.0005820292225563251,20000
1.0,4,47,A,197,48,0.000463207595514236,0.000463207595514236,20000
1.0,4,71,A,197,48,0.0005200853989162064,0.0005200853989162064,20000
1.0,4,101,A,197,48,0.0004274800215858415,0.0004274800215858415,20000
1.0,4,11,B,197,48,5.084640612670184e-06,5.084640612670184e-06,20000
1.0,4,29,B,197,48,2.177971557728786e-06,2.177971557728786e-06,20000
1.0,4,47,B,197,48,4.192583445886345e-06,4.192583445886345e-06,20000
1.0,4,71,B,197,48,3.992107220731633e-06,3.992107220731633e-06,20000
1.0,4,101,B,197,48,4.166856405905801e-06,4.166856405905801e-06,20000
1.5,0,11,A,169,43,0.00011331039063299139,0.00011331039063299139,20000
1.5,0,29,A,169,43,0.00016580148479582895,0.00016580148479582895,20000
1.5,0,47,A,169,43,0.0001730811400524849,0.0001730811400524849,20000
1.5,0,71,A,169,43,0.00013093726768556354,0.00013093726768556354,20000
1.5,0,101,A,169,43,0.0001404697625219298,0.0001404697625219298,20000
1.5,0,11,B,169,43,5.0686543166117926e-06,5.0686543166117926e-06,20000
1.5,0,29,B,169,43,2.4424576098085503e-06,2.4424576098085503e-06,20000
1.5,0,47,B,169,43,3.663356302182336e-06,3.663356302182336e-06,20000
1.5,0,71,B,169,43,3.870121997295299e-06,3.870121997295299e-06,20000
1.5,0,101,B,169,43,4.273263102718209e-06,4.273263102718209e-06,20000
1.5,1,11,A,170,42,0.00011695246155540983,0.00011695246155540983,20000
1.5,1,29,A,170,42,0.00017162308191504298,0.00017162308191504298,20000
1.5,1,47,A,170,42,0.00017912216020994558,0.00017912216020994558,20000
1.5,1,71,A,170,42,0.00013669314882689348,0.00013669314882689348,20000
1.5,1,101,A,170,42,0.00014946927858465483,0.00014946927858465483,20000
1.5,1,11,B,170,42,5.11619809910531e-06,5.11619809910531e-06,20000
1.5,1,29,B,170,42,2.599921068650515e-06,2.599921068650515e-06,20000
1.5,1,47,B,170,42,3.880616802201591e-06,3.880616802201591e-06,20000
1.5,1,71,B,170,42,4.065024555736901e-06,4.065024555736901e-06,20000
1.5,1,101,B,170,42,4.508452967008247e-06,4.508452967008247e-06,20000
1.5,2,11,A,170,42,0.0001224710713922052,0.0001224710713922052,20000
1.5,2,29,A,170,42,0.00017830019867125913,0.00017830019867125913,20000
1.5,2,47,A,170,42,0.0001841411739021806,0.0001841411739021806,20000
1.5,2,71,A,170,42,0.0001419233692216446,0.0001419233692216446,20000
1.5,2,101,A,170,42,0.00015627031468795578,0.00015627031468795578,20000
1.5,2,11,B,170,42,5.036271117196346e-06,5.036271117196346e-06,20000
1.5,2,29,B,170,42,2.569176651445496e-06,2.569176651445496e-06,20000
1.5,2,47,B,170,42,3.813079700978024e-06,3.813079700978024e-06,20000
1.5,2,71,B,170,42,3.9848956135403696e-06,3.9848956135403696e-06,20000
1.5,2,101,B,170,42,4.409870758360626e-06,4.409870758360626e-06,20000
1.5,3,11,A,170,42,0.00012479018470962095,0.00012479018470962095,20000
1.5,3,29,A,170,42,0.00018312010691541177,0.00018312010691541177,20000
1.5,3,47,A,170,42,0.00018729927304127065,0.00018729927304127065,20000
1.5,3,71,A,170,42,0.00014582245030159786,0.00014582245030159786,20000
1.5,3,101,A,170,42,0.0001582035293200857,0.0001582035293200857,20000
1.5,3,11,B,170,42,5.075874684058846e-06,5.075874684058846e-06,20000
1.5,3,29,B,170,42,2.630736894507345e-06,2.630736894507345e-06,20000
1.5,3,47,B,170,42,3.8768635587580795e-06,3.8768635587580795e-06,20000
1.5,3,71,B,170,42,4.083253083514918e-06,4.083253083514918e-06,20000
1.5,3,101,B,170,42,4.512397586855528e-06,4.512397586855528e-06,20000
1.5,4,11,A,169,43,0.00012851046129613392,0.00012851046129613392,20000
1.5,4,29,A,169,43,0.00017900424253204257,0.00017900424253204257,20000
1.5,4,47,A,169,43,0.00019081569620056966,0.00019081569620056966,20000
