cutoff_bohr,scheme,seed,n_points,rmse_cm-1,linear-r-weighted-rmse_cm-1,mae_cm-1,max-absolute-error_cm-1,shortest-quintile-rmse_cm-1
0.15,A,11,401,37426.8344211582,11056.75328455507,22745.53547105331,195258.43376072607,75512.41191478491
0.15,A,29,401,37689.41387219529,10852.767446735563,22326.379329642954,197643.12973738302,76366.1302684518
0.15,A,47,401,38151.21034444859,12186.531217848948,24343.319475816294,195991.6918598558,76098.40960992168
0.15,A,71,401,38702.7065104866,11762.593775743733,23984.463387847514,200324.9415898219,77840.03996355836
0.15,A,101,401,35757.369925888444,11221.370348973333,22590.876060099454,186605.85634993552,71610.98580891619
0.15,B,11,401,572.1388948860647,312.99451066134486,446.85385149859087,2106.8996119553576,975.0136718582385
0.15,B,29,401,552.5429825579782,247.25595177476387,417.38231608110743,2077.7410419953726,960.3768170661162
0.15,B,47,401,582.5905633441753,251.24944018892347,434.1124012341065,2203.424918097277,1018.640763215299
0.15,B,71,401,555.3710717329402,249.31119603122002,419.6211561913322,2083.522594304015,963.9527419363945
0.15,B,101,401,496.62697096861547,208.13875648255467,367.36862391509237,1886.6717043805202,870.26474389856
0.25,A,11,359,11741.784163254708,3876.3178477689416,6954.199261178442,65311.46438519984,23560.271460110485
0.25,A,29,359,11727.740590446478,3842.903058461673,6914.94188581214,65564.08464258231,23596.864867862067
0.25,A,47,359,12118.596125013923,4396.213864210437,7720.518714958368,66062.7268447371,23994.140186423156
0.25,A,71,359,12895.17839372972,4753.272173977799,8286.703799301315,69446.76994743782,25556.794232221986
0.25,A,101,359,11092.511583569725,3787.5246506721337,6788.103988616486,61683.85574138627,22020.70828446822
0.25,B,11,359,258.1880133881854,105.34491094885949,176.61893850249797,1148.1697863743875,482.49073816093136
0.25,B,29,359,246.720843996854,116.78412128784633,183.73056047081712,1057.8085050172908,442.0211756370108
0.25,B,47,359,255.51753340506735,107.5151385111203,180.21131901137383,1145.114289348501,477.9558246037092
0.25,B,71,359,263.0890694398959,123.59491016444787,195.51657666466343,1125.720916854038,473.353524813563
0.25,B,101,359,249.00213319657706,135.36175924743222,193.08151487176897,1037.8485088480045,433.7439180192308
0.4,A,11,320,3438.502983003132,1296.4235361267056,2056.5401149360946,20015.76821232541,6783.032067647614
0.4,A,29,320,3635.662225003302,1371.432061523395,2167.2329798156607,21305.61492190862,7197.591494043578
0.4,A,47,320,3554.5587533108633,1414.4200984684642,2220.7966621487676,20364.4652209298,6965.155987567268
0.4,A,71,320,3840.3294955503598,1592.289294210632,2475.1882310326705,21589.090243886476,7460.769164588517
