cutoff_bohr,fold,seed,scheme,n_train,n_test,best_standardized_mse,final_standardized_mse,best_step
0.25,1,29,B,288,71,1.2693030987592324e-05,1.2693030987592324e-05,20000
0.25,1,47,B,288,71,1.5197388342449612e-05,1.5197388342449612e-05,20000
0.25,1,71,B,288,71,1.4120226954218175e-05,1.4120226954218175e-05,20000
0.25,1,101,B,288,71,5.539226246171381e-06,5.539226246171381e-06,20000
0.25,2,11,A,287,72,0.008219411486475117,0.008219411486475117,20000
0.25,2,29,A,287,72,0.0037707979911291672,0.0037707979911291672,20000
0.25,2,47,A,287,72,0.008606016030944666,0.008606016030944666,20000
0.25,2,71,A,287,72,0.004129426665581342,0.004129426665581342,20000
0.25,2,101,A,287,72,0.0036802240705750655,0.0036802240705750655,20000
0.25,2,11,B,287,72,7.607943534323331e-06,7.607943534323331e-06,20000
0.25,2,29,B,287,72,1.221850642010102e-05,1.221850642010102e-05,20000
0.25,2,47,B,287,72,1.5043140052372938e-05,1.5043140052372938e-05,20000
0.25,2,71,B,287,72,1.3811201649540682e-05,1.3811201649540682e-05,20000
0.25,2,101,B,287,72,5.313017631612984e-06,5.313017631612984e-06,20000
0.25,3,11,A,288,71,0.008421082396091115,0.008421082396091115,20000
0.25,3,29,A,288,71,0.0038556026494254905,0.0038556026494254905,20000
0.25,3,47,A,288,71,0.008811734864783927,0.008811734864783927,20000
0.25,3,71,A,288,71,0.0042133201855726315,0.0042133201855726315,20000
0.25,3,101,A,288,71,0.0037928198770069785,0.0037928198770069785,20000
0.25,3,11,B,288,71,7.828425247270907e-06,7.828425247270907e-06,20000
0.25,3,29,B,288,71,1.284989507563934e-05,1.284989507563934e-05,20000
0.25,3,47,B,288,71,1.538809676606155e-05,1.538809676606155e-05,20000
0.25,3,71,B,288,71,1.4173407707710213e-05,1.4173407707710213e-05,20000
0.25,3,101,B,288,71,5.593528926950793e-06,5.593528926950793e-06,20000
0.25,4,11,A,287,72,0.008399160898493739,0.008399160898493739,20000
0.25,4,29,A,287,72,0.0038216899517093286,0.0038216899517093286,20000
0.25,4,47,A,287,72,0.008810108811350035,0.008810108811350035,20000
0.25,4,71,A,287,72,0.004165872872991695,0.004165872872991695,20000
0.25,4,101,A,287,72,0.0037373110047458653,0.0037373110047458653,20000
0.25,4,11,B,287,72,7.628929596894671e-06,7.628929596894671e-06,20000
0.25,4,29,B,287,72,1.2456979952682705e-05,1.2456979952682705e-05,20000
0.25,4,47,B,287,72,1.5135111254968518e-05,1.5135111254968518e-05,20000
0.25,4,71,B,287,72,1.3848366713449788e-05,1.3848366713449788e-05,20000
0.25,4,101,B,287,72,5.362662561932648e-06,5.362662561932648e-06,20000
0.4,0,11,A,255,65,0.003455219060945314,0.003455219060945314,20000
0.4,0,29,A,255,65,0.0018355383243335791,0.0018355383243335791,20000
0.4,0,47,A,255,65,0.003369652604689216,0.003369652604689216,20000
0.4,0,71,A,255,65,0.0021864052929793224,0.0021864052929793224,20000
0.4,0,101,A,255,65,0.0014252131540158598,0.0014252131540158598,20000
0.4,0,11,B,255,65,6.779759789133398e-06,6.779759789133398e-06,20000
0.4,0,29,B,255,65,7.308154579974428e-06,7.308154579974428e-06,20000
0.4,0,47,B,255,65,1.4446351453697237e-05,1.4446351453697237e-05,20000
0.4,0,71,B,255,65,1.3427345530175924e-05,1.3427345530175924e-05,20000
0.4,0,101,B,255,65,8.706755629830113e-07,8.706755629830113e-07,20000
0.4,1,11,A,257,63,0.0036031292594646785,0.0036031292594646785,20000
0.4,1,29,A,257,63,0.0018580352320848913,0.0018580352320848913,20000
0.4,1,47,A,257,63,0.003496946172355378,0.003496946172355378,20000
0.4,1,71,A,257,63,0.0022269063968542147,0.0022269063968542147,20000
0.4,1,101,A,257,63,0.001452676086767645,0.001452676086767645,20000
0.4,1,11,B,257,63,6.594288961656405e-06,6.594288961656405e-06,20000
0.4,1,29,B,257,63,7.817812412566253e-06,7.817812412566253e-06,20000
0.4,1,47,B,257,63,1.5178295720808668e-05,1.5178295720808668e-05,20000
0.4,1,71,B,257,63,1.394375846878227e-05,1.394375846878227e-05,20000
0.4,1,101,B,257,63,9.376924615504946e-07,9.376924615504946e-07,20000
0.4,2,11,A,256,64,0.003634222579227483,0.003634222579227483,20000
0.4,2,29,A,256,64,0.0018238164809743752,0.0018238164809743752,20000
0.4,2,47,A,256,64,0.0034455770037659264,0.0034455770037659264,20000
0.4,2,71,A,256,64,0.002207588389302495,0.002207588389302495,20000
0.4,2,101,A,256,64,0.0014161805036454656,0.0014161805036454656,20000
0.4,2,11,B,256,64,6.793970369081851e-06,6.793970369081851e-06,20000
0.4,2,29,B,256,64,7.654465106526448e-06,7.654465106526448e-06,20000
0.4,2,47,B,256,64,1.3810202698488958e-05,1.3810202698488958e-05,20000
0.4,2,71,B,256,64,1.4115214702591829e-05,1.4115214702591829e-05,20000
0.4,2,101,B,256,64,8.939408399520223e-07,8.939408399520223e-07,20000
0.4,3,11,A,256,64,0.0037745866631529526,0.0037745866631529526,20000
0.4,3,29,A,256,64,0.0018943476649539482,0.0018943476649539482,20000
0.4,3,47,A,256,64,0.00359490524517152,0.00359490524517152,20000
0.4,3,71,A,256,64,0.0022911524154875405,0.0022911524154875405,20000
0.4,3,101,A,256,64,0.001490273629734092,0.001490273629734092,20000
0.4,3,11,B,256,64,6.790285934370608e-06,6.790285934370608e-06,20000
0.4,3,29,B,256,64,7.85239765066998e-06,7.85239765066998e-06,20000
0.4,3,47,B,256,64,1.417209790338365e-05,1.417209790338365e-05,20000
0.4,3,71,B,256,64,1.399351428944984e-05,1.399351428944984e-05,20000
0.4,3,101,B,256,64,9.216019778787618e-07,9.216019778787618e-07,20000
0.4,4,11,A,256,64,0.0037190342988810366,0.0037190342988810366,20000
0.4,4,29,A,256,64,0.0018981040982230719,0.0018981040982230719,20000
0.4,4,47,A,256,64,0.0035625987510901225,0.0035625987510901225,20000
0.4,4,71,A,256,64,0.0022861724133507568,0.0022861724133507568,20000
0.4,4,101,A,256,64,0.001493729395589315,0.001493729395589315,20000
0.4,4,11,B,256,64,6.622397584508119e-06,6.622397584508119e-06,20000
0.4,4,29,B,256,64,7.919932412421775e-06,7.919932412421775e-06,20000
0.4,4,47,B,256,64,1.4734363564151747e-05,1.4734363564151747e-05,20000
0.4,4,71,B,256,64,1.3959836723133345e-05,1.3959836723133345e-05,20000
0.4,4,101,B,256,64,9.155139429655636e-07,9.155139429655636e-07,20000
0.7,0,11,A,220,55,0.0018029661079240111,0.0018029661079240111,20000
0.7,0,29,A,220,55,0.0010345513464941308,0.0010345513464941308,20000
0.7,0,47,A,220,55,0.000988872442055253,0.000988872442055253,20000
0.7,0,71,A,220,55,0.00107602792136137,0.00107602792136137,20000
0.7,0,101,A,220,55,0.0008845929451986869,0.0008845929451986869,20000
0.7,0,11,B,220,55,1.4403236498360357e-05,1.4403236498360357e-05,20000
0.7,0,29,B,220,55,1.6434947265837238e-05,1.6434947265837238e-05,20000
0.7,0,47,B,220,55,4.638488400737953e-05,4.638488400737953e-05,20000
0.7,0,71,B,220,55,2.520270170334229e-05,2.520270170334229e-05,20000
0.7,0,101,B,220,55,1.1096836946340396e-06,1.1096836946340396e-06,20000
0.7,1,11,A,220,55,0.0016481404470303877,0.0016481404470303877,20000
0.7,1,29,A,220,55,0.0010815535571752888,0.0010815535571752888,20000
0.7,1,47,A,220,55,0.0010631625626601707,0.0010631625626601707,20000
0.7,1,71,A,220,55,0.0011904379603921824,0.0011904379603921824,20000
0.7,1,101,A,220,55,0.0009689993223141711,0.0009689993223141711,20000
0.7,1,11,B,220,55,1.479895858863962e-05,1.479895858863962e-05,20000
0.7,1,29,B,220,55,1.8294679437201814e-05,1.8294679437201814e-05,20000
0.7,1,47,B,220,55,4.877190899544149e-05,4.877190899544149e-05,20000
0.7,1,71,B,220,55,2.6633967642126125e-05,2.6633967642126125e-05,20000
0.7,1,101,B,220,55,1.2069183890935734e-06,1.2069183890935734e-06,20000
0.7,2,11,A,220,55,0.0015862144059019076,0.0015862144059019076,20000
0.7,2,29,A,220,55,0.0010617723147510862,0.0010617723147510862,20000
0.7,2,47,A,220,55,0.001038350185263974,0.001038350185263974,20000
0.7,2,71,A,220,55,0.0011622653383152983,0.0011622653383152983,20000
0.7,2,101,A,220,55,0.0009763896332467963,0.0009763896332467963,20000
0.7,2,11,B,220,55,1.4824375581040136e-05,1.4824375581040136e-05,20000
0.7,2,29,B,220,55,1.7626930252895687e-05,1.7626930252895687e-05,20000
0.7,2,47,B,220,55,4.851298692810098e-05,4.851298692810098e-05,20000
0.7,2,71,B,220,55,2.653024329019075e-05,2.653024329019075e-05,20000
0.7,2,101,B,220,55,1.200500477854389e-06,1.200500477854389e-06,20000
0.7,3,11,A,220,55,0.0014884415156945926,0.0014884415156945926,20000
0.7,3,29,A,220,55,0.000999955575237877,0.000999955575237877,20000
0.7,3,47,A,220,55,0.0009720500049317851,0.0009720500049317851,20000
0.7,3,71,A,220,55,0.0010854933543049557,0.0010854933543049557,20000
0.7,3,101,A,220,55,0.0009225691723011522,0.0009225691723011522,20000
0.7,3,11,B,220,55,1.4816703210425122e-05,1.4816703210425122e-05,20000
0.7,3,29,B,220,55,1.792881560490172e-05,1.792881560490172e-05,20000
0.7,3,47,B,220,55,4.8366783450013215e-05,4.8366783450013215e-05,20000
0.7,3,71,B,220,55,2.6340134971827618e-05,2.6340134971827618e-05,20000
0.7,3,101,B,220,55,1.2027314419068413e-06,1.2027314419068413e-06,20000
0.7,4,11,A,220,55,0.0016101478501154057,0.0016101478501154057,20000
0.7,4,29,A,220,55,0.0010870484687396705,0.0010870484687396705,20000
0.7,4,47,A,220,55,0.0010638837331368427,0.0010638837331368427,20000
0.7,4,71,A,220,55,0.0011817637421619855,0.0011817637421619855,20000
0.7,4,101,A,220,55,0.0009966040915685322,0.0009966040915685322,20000
0.7,4,11,B,220,55,1.4874119036744188e-05,1.4874119036744188e-05,20000
0.7,4,29,B,220,55,1.8396291822528597e-05,1.8396291822528597e-05,20000
0.7,4,47,B,220,55,4.789882106130039e-05,4.789882106130039e-05,20000
0.7,4,71,B,220,55,2.6283452294920364e-05,2.6283452294920364e-05,20000
0.7,4,101,B,220,55,1.2280703563099103e-06,1.2280703563099103e-06,20000
1.0,0,11,A,195,50,0.0003526288252381151,0.0003526288252381151,20000
1.0,0,29,A,195,50,0.0008033228358329842,0.0008033228358329842,20000
1.0,0,47,A,195,50,0.0003480616295887141,0.0003480616295887141,20000
1.0,0,71,A,195,50,0.0011932100783633916,0.0011932100783633916,20000
1.0,0,101,A,195,50,0.0004045234458513139,0.0004045234458513139,20000
1.0,0,11,B,195,50,1.7267828057937136e-05,1.7267828057937136e-05,20000
1.0,0,29,B,195,50,1.7897604503674143e-05,1.7897604503674143e-05,20000
1.0,0,47,B,195,50,4.15440912068035e-05,4.15440912068035e-05,20000
1.0,0,71,B,195,50,2.978633416122826e-05,2.978633416122826e-05,20000
1.0,0,101,B,195,50,1.5342150063667723e-06,1.5342150063667723e-06,20000
1.0,1,11,A,196,49,0.0003552608438744571,0.0003552608438744571,20000
1.0,1,29,A,196,49,0.0008054879883942387,0.0008054879883942387,20000
1.0,1,47,A,196,49,0.00035651823568262907,0.00035651823568262907,20000
1.0,1,71,A,196,49,0.0011595048495336875,0.0011595048495336875,20000
1.0,1,101,A,196,49,0.0004123711762526736,0.0004123711762526736,20000
1.0,1,11,B,196,49,1.8235151908335273e-05,1.8235151908335273e-05,20000
1.0,1,29,B,196,49,1.9256926444898533e-05,1.9256926444898533e-05,20000
1.0,1,47,B,196,49,4.465843504439673e-05,4.465843504439673e-05,20000
1.0,1,71,B,196,49,3.086141411043821e-05,3.086141411043821e-05,20000
1.0,1,101,B,196,49,1.7220266096126406e-06,1.7220266096126406e-06,20000
1.0,2,11,A,196,49,0.0003300012380171117,0.0003300012380171117,20000
1.0,2,29,A,196,49,0.0007588514134613011,0.0007588514134613011,20000
1.0,2,47,A,196,49,0.0003326665235280699,0.0003326665235280699,20000
1.0,2,71,A,196,49,0.0010885232580039872,0.0010885232580039872,20000
1.0,2,101,A,196,49,0.0003842007756903189,0.0003842007756903189,20000
1.0,2,11,B,196,49,1.772178362294831e-05,1.772178362294831e-05,20000
1.0,2,29,B,196,49,1.8537834900447143e-05,1.8537834900447143e-05,20000
1.0,2,47,B,196,49,4.367201947803045e-05,4.367201947803045e-05,20000
1.0,2,71,B,196,49,3.0569174845894244e-05,3.0569174845894244e-05,20000
1.0,2,101,B,196,49,1.6361132080420407e-06,1.6361132080420407e-06,20000
1.0,3,11,A,196,49,0.00036271411530190034,0.00036271411530190034,20000
1.0,3,29,A,196,49,0.0008236016750950272,0.0008236016750950272,20000
1.0,3,47,A,196,49,0.0003642985067316992,0.0003642985067316992,20000
1.0,3,71,A,196,49,0.0011771465882550024,0.0011771465882550024,20000
1.0,3,101,A,196,49,0.00042202026003772155,0.00042202026003772155,20000
1.0,3,11,B,196,49,1.7637797979417743e-05,1.7637797979417743e-05,20000
1.0,3,29,B,196,49,1.8861227287648295e-05,1.8861227287648295e-05,20000
1.0,3,47,B,196,49,4.329548608776544e-05,4.329548608776544e-05,20000
1.0,3,71,B,196,49,3.004554359545236e-05,3.004554359545236e-05,20000
1.0,3,101,B,196,49,1.729790441464558e-06,1.729790441464558e-06,20000
1.0,4,11,A,197,48,0.0003777369828164887,0.0003777369828164887,20000
1.0,4,29,A,197,48,0.0007738916428029794,0.0007738916428029794,20000
1.0,4,47,A,197,48,0.00046072945964991546,0.00046072945964991546,20000
1.0,4,71,A,197,48,0.0011658809149651575,0.0011658809149651575,20000
1.0,4,101,A,197,48,0.00041018763097366677,0.00041018763097366677,20000
1.0,4,11,B,197,48,1.7733111301565323e-05,1.7733111301565323e-05,20000
1.0,4,29,B,197,48,1.924105505317127e-05,1.924105505317127e-05,20000
1.0,4,47,B,197,48,4.3470952916565326e-05,4.3470952916565326e-05,20000
1.0,4,71,B,197,48,2.980548697383663e-05,2.980548697383663e-05,20000
1.0,4,101,B,197,48,1.717698749412773e-06,1.717698749412773e-06,20000
1.5,0,11,A,169,43,0.00012713849780081118,0.00012713849780081118,20000
1.5,0,29,A,169,43,0.00027858032783558144,0.00027858032783558144,20000
1.5,0,47,A,169,43,0.00011833266789926807,0.00011833266789926807,20000
1.5,0,71,A,169,43,0.00048235878476600566,0.00048235878476600566,20000
1.5,0,101,A,169,43,0.00010152553208397986,0.00010152553208397986,20000
1.5,0,11,B,169,43,1.639727484205144e-05,1.639727484205144e-05,20000
1.5,0,29,B,169,43,1.4719224497641989e-05,1.4719224497641989e-05,20000
1.5,0,47,B,169,43,1.632252779451686e-05,1.632252779451686e-05,20000
1.5,0,71,B,169,43,2.730198947575282e-05,2.730198947575282e-05,20000
1.5,0,101,B,169,43,1.1854149822955733e-06,1.1854149822955733e-06,20000
1.5,1,11,A,170,42,0.0001323278800003967,0.0001323278800003967,20000
1.5,1,29,A,170,42,0.00029498006706157057,0.00029498006706157057,20000
1.5,1,47,A,170,42,0.00012389490399885872,0.00012389490399885872,20000
1.5,1,71,A,170,42,0.0005093859613690066,0.0005093859613690066,20000
1.5,1,101,A,170,42,0.00010640833946420882,0.00010640833946420882,20000
1.5,1,11,B,170,42,1.7408586597081835e-05,1.7408586597081835e-05,20000
1.5,1,29,B,170,42,1.527326100246801e-05,1.527326100246801e-05,20000
1.5,1,47,B,170,42,1.6725894947835457e-05,1.6725894947835457e-05,20000
1.5,1,71,B,170,42,2.8859322385495733e-05,2.8859322385495733e-05,20000
1.5,1,101,B,170,42,1.2310713485919858e-06,1.2310713485919858e-06,20000
1.5,2,11,A,170,42,0.00013576565852627709,0.00013576565852627709,20000
1.5,2,29,A,170,42,0.00029353160107520185,0.00029353160107520185,20000
1.5,2,47,A,170,42,0.00012731494508486514,0.00012731494508486514,20000
1.5,2,71,A,170,42,0.0005025861468446543,0.0005025861468446543,20000
1.5,2,101,A,170,42,0.00011051413429857144,0.00011051413429857144,20000
1.5,2,11,B,170,42,1.6921157041180383e-05,1.6921157041180383e-05,20000
1.5,2,29,B,170,42,1.5028284541445474e-05,1.5028284541445474e-05,20000
1.5,2,47,B,170,42,1.6815966730556698e-05,1.6815966730556698e-05,20000
1.5,2,71,B,170,42,2.8174354015990806e-05,2.8174354015990806e-05,20000
1.5,2,101,B,170,42,1.245340398028568e-06,1.245340398028568e-06,20000
1.5,3,11,A,170,42,0.0001394014940734272,0.0001394014940734272,20000
1.5,3,29,A,170,42,0.0003099528174603398,0.0003099528174603398,20000
1.5,3,47,A,170,42,0.00013057583182568279,0.00013057583182568279,20000
1.5,3,71,A,170,42,0.0005277811982108595,0.0005277811982108595,20000
1.5,3,101,A,170,42,0.00011422039627271871,0.00011422039627271871,20000
1.5,3,11,B,170,42,1.7253981303811385e-05,1.7253981303811385e-05,20000
1.5,3,29,B,170,42,1.5254994757752496e-05,1.5254994757752496e-05,20000
1.5,3,47,B,170,42,1.664640633793844e-05,1.664640633793844e-05,20000
1.5,3,71,B,170,42,2.8221109461076423e-05,2.8221109461076423e-05,20000
1.5,3,101,B,170,42,1.2727712259518292e-06,1.2727712259518292e-06,20000
1.5,4,11,A,169,43,0.00014260840391046143,0.00014260840391046143,20000
1.5,4,29,A,169,43,0.0003249166588268353,0.0003249166588268353,20000
1.5,4,47,A,169,43,0.00013394058523482553,0.00013394058523482553,20000
1.5,4,71,A,169,43,0.0005194085938043503,0.0005194085938043503,20000
1.5,4,101,A,169,43,0.00010928147156676735,0.00010928147156676735,20000
1.5,4,11,B,169,43,1.736295412347022e-05,1.736295412347022e-05,20000
1.5,4,29,B,169,43,1.540480586681818e-05,1.540480586681818e-05,20000
1.5,4,47,B,169,43,1.5915806644017938e-05,1.5915806644017938e-05,20000
1.5,4,71,B,169,43,2.8191613529833364e-05,2.8191613529833364e-05,20000
1.5,4,101,B,169,43,1.2657671812440229e-06,1.2657671812440229e-06,20000
2.0,0,11,A,150,39,8.812746785388154e-05,8.812746785388154e-05,20000
2.0,0,29,A,150,39,0.0001245120187755126,0.0001245120187755126,20000
2.0,0,47,A,150,39,0.00012024114020082232,0.00012024114020082232,20000
2.0,0,71,A,150,39,0.00018007971276340392,0.00018007971276340392,20000
2.0,0,101,A,150,39,4.0463245330931983e-05,4.0463245330931983e-05,20000
2.0,0,11,B,150,39,1.4924309654078127e-05,1.4924309654078127e-05,20000
2.0,0,29,B,150,39,1.2096500865441259e-05,1.2096500865441259e-05,20000
2.0,0,47,B,150,39,6.250254996576307e-06,6.250254996576307e-06,20000
2.0,0,71,B,150,39,1.1605181052818149e-05,1.1605181052818149e-05,20000
2.0,0,101,B,150,39,1.4320232987652411e-06,1.4320232987652411e-06,20000
2.0,1,11,A,152,37,9.178140810395198e-05,9.178140810395198e-05,20000
2.0,1,29,A,152,37,0.00013603068722391412,0.00013603068722391412,20000
2.0,1,47,A,152,37,0.00012924425350865814,0.00012924425350865814,20000
2.0,1,71,A,152,37,0.000199941125665719,0.000199941125665719,20000
2.0,1,101,A,152,37,4.195080313006621e-05,4.195080313006621e-05,20000
2.0,1,11,B,152,37,1.5189618603752078e-05,1.5189618603752078e-05,20000
2.0,1,29,B,152,37,1.2224897526948811e-05,1.2224897526948811e-05,20000
2.0,1,47,B,152,37,6.352808713311931e-06,6.352808713311931e-06,20000
2.0,1,71,B,152,37,1.2562844142896598e-05,1.2562844142896598e-05,20000
2.0,1,101,B,152,37,1.3802421087313422e-06,1.3802421087313422e-06,20000
2.0,2,11,A,152,37,9.143672298452058e-05,9.143672298452058e-05,20000
2.0,2,29,A,152,37,0.00013503908216740942,0.00013503908216740942,20000
2.0,2,47,A,152,37,0.0001281918643090051,0.0001281918643090051,20000
2.0,2,71,A,152,37,0.0001996023589068197,0.0001996023589068197,20000
2.0,2,101,A,152,37,4.254151049797506e-05,4.254151049797506e-05,20000
2.0,2,11,B,152,37,1.4810854071926355e-05,1.4810854071926355e-05,20000
2.0,2,29,B,152,37,1.2383179879379788e-05,1.2383179879379788e-05,20000
2.0,2,47,B,152,37,6.598592035035697e-06,6.598592035035697e-06,20000
2.0,2,71,B,152,37,1.230727044880044e-05,1.230727044880044e-05,20000
2.0,2,101,B,152,37,1.3782178868934212e-06,1.3782178868934212e-06,20000
2.0,3,11,A,151,38,9.456740283781442e-05,9.456740283781442e-05,20000
2.0,3,29,A,151,38,0.00013877591644429054,0.00013877591644429054,20000
2.0,3,47,A,151,38,0.00013100907256208874,0.00013100907256208874,20000
2.0,3,71,A,151,38,0.00019361267874623257,0.00019361267874623257,20000
2.0,3,101,A,151,38,4.3832556955181556e-05,4.3832556955181556e-05,20000
2.0,3,11,B,151,38,1.5655530320605123e-05,1.5655530320605123e-05,20000
2.0,3,29,B,151,38,1.2547997689161287e-05,1.2547997689161287e-05,20000
2.0,3,47,B,151,38,5.861466749589975e-06,5.861466749589975e-06,20000
2.0,3,71,B,151,38,1.2380253437722821e-05,1.2380253437722821e-05,20000
2.0,3,101,B,151,38,1.4810100847859846e-06,1.4810100847859846e-06,20000
2.0,4,11,A,151,38,8.773698625295423e-05,8.773698625295423e-05,20000
2.0,4,29,A,151,38,0.0001261693005240513,0.0001261693005240513,20000
2.0,4,47,A,151,38,0.00011977674091314018,0.00011977674091314018,20000
2.0,4,71,A,151,38,0.00017610309710506275,0.00017610309710506275,20000
2.0,4,101,A,151,38,3.990001121392666e-05,3.990001121392666e-05,20000
2.0,4,11,B,151,38,1.4977754972980202e-05,1.4977754972980202e-05,20000
2.0,4,29,B,151,38,1.2232834853100689e-05,1.2232834853100689e-05,20000
2.0,4,47,B,151,38,5.822280181464411e-06,5.822280181464411e-06,20000
2.0,4,71,B,151,38,1.1987873596464635e-05,1.1987873596464635e-05,20000
2.0,4,101,B,151,38,1.4152928470711343e-06,1.4152928470711343e-06,20000
3.0,0,11,A,124,32,1.346847372640468e-06,1.346847372640468e-06,20000
3.0,0,29,A,124,32,1.9482610905767283e-07,1.9482610905767283e-07,20000
3.0,0,47,A,124,32,1.9209056473328305e-06,1.9209056473328305e-06,20000
3.0,0,71,A,124,32,3.444175352192698e-06,3.444175352192698e-06,20000
3.0,0,101,A,124,32,3.306835346930149e-07,3.306835346930149e-07,20000
3.0,0,11,B,124,32,1.0428081294045359e-05,1.0428081294045359e-05,20000
3.0,0,29,B,124,32,5.342509466995714e-06,5.342509466995714e-06,20000
3.0,0,47,B,124,32,2.2607240934486842e-06,2.2607240934486842e-06,20000
3.0,0,71,B,124,32,4.501682995678124e-06,4.501682995678124e-06,20000
3.0,0,101,B,124,32,1.3930785650212528e-06,1.3930785650212528e-06,20000
3.0,1,11,A,125,31,1.3551562251573792e-06,1.3551562251573792e-06,20000
3.0,1,29,A,125,31,1.6708553068167407e-07,1.6708553068167407e-07,20000
