cutoff_bohr,scheme,seed,n_points,rmse_cm-1,linear-r-weighted-rmse_cm-1,mae_cm-1,max-absolute-error_cm-1,shortest-quintile-rmse_cm-1
0.15,A,11,401,26807.068501815236,7459.92735511893,15574.595691738195,149309.1527578247,54258.22059107739
0.15,A,29,401,28427.42209654784,8859.890910993723,17710.724979167422,154999.38844187965,57030.40415511112
0.15,A,47,401,27147.63437708237,7357.5691675921225,15289.424674692506,151422.68739252593,55290.38185165425
0.15,A,71,401,26993.91420376893,7468.751389625089,15484.205960102876,149279.75054638277,54534.058358301874
0.15,A,101,401,26438.347676091733,7398.426945001989,15434.402807812507,147885.2198842972,53797.640356718315
0.15,B,11,401,580.1915390792661,321.52757954027663,461.7802587864976,2104.44886186125,973.105269232881
0.15,B,29,401,731.7695767796447,345.8220074049779,564.2223429041857,2622.6877019310336,1221.825713011543
0.15,B,47,401,646.0967936134151,324.7353186774972,507.74473479610106,2298.1448010649024,1070.0076395132835
0.15,B,71,401,697.2779894386732,369.4704966488329,554.0675072259872,2466.0966921893782,1147.4465161615185
0.15,B,101,401,633.3844152449402,314.42776715936856,495.06467519967237,2283.549109327368,1060.8353431533376
0.25,A,11,359,9071.935773342917,2892.876415203378,5229.186911502712,53341.02200966873,18198.856932018603
0.25,A,29,359,9928.060305134382,3565.9501231456475,6235.974855626035,56645.529730355476,19663.12749692469
0.25,A,47,359,8896.740401119076,2758.0287811289213,4962.47020874507,52726.96666658108,18000.536975319174
0.25,A,71,359,9199.32005498833,2914.6284973189368,5234.665320895101,53631.87181144574,18428.802312003092
0.25,A,101,359,8865.471672631958,2875.396793448676,5134.325361669164,52840.3524143464,17847.57557722344
0.25,B,11,359,261.77576119744384,160.5576898473884,208.51616730162914,1084.5250713993187,453.659671261619
0.25,B,29,359,321.2276330038895,174.88870285167002,254.03114468747034,1196.1816330381357,525.8446218320638
0.25,B,47,359,316.90205768852775,192.62762546370294,256.5681180925012,1232.1675788639036,528.3990379722127
0.25,B,71,359,315.4225490801739,184.26402974859164,254.36044936102027,1183.861651505925,515.0477788796815
0.25,B,101,359,276.1744921076708,136.80536926954406,208.79767210675712,1173.1182226089145,496.0601207764445
0.4,A,11,320,2921.270151047744,1038.7852482618925,1627.7884728157069,17876.812341430457,5906.686179482263
0.4,A,29,320,3494.757430248078,1423.8844320325672,2216.9850286241244,20271.724441603215,6843.860310579031
0.4,A,47,320,2844.2434049310045,1036.9141567814165,1639.782462407913,17378.37074257401,5736.872035945957
0.4,A,71,320,3150.221289267702,1134.7368581138505,1779.032919989938,18887.014420896496,6308.619515123497
0.4,A,101,320,2996.9612228146248,1070.6789164295997,1681.061811252153,18239.581729644684,6046.396822495247
0.4,B,11,320,104.21371133503308,93.58414512495801,92.65665790040066,195.98411854372856,95.9654891921255
0.4,B,29,320,215.67974645410305,149.70789302129725,182.07126566145922,400.04682972159173,211.26359106019467
0.4,B,47,320,149.64107718777413,123.82345884121351,130.8651523190307,257.56343352466234,123.24115421136932
0.4,B,71,320,171.99053818244718,144.19035438790758,151.23237397755133,299.862378180688,147.06211040387177
0.4,B,101,320,112.63700383510498,111.39507517448673,100.26148365979782,316.4459729502684,97.51075213845726
0.7,A,11,275,655.7106814502432,264.6703509885696,346.7423795734338,4305.842244181428,1372.2460063181668
0.7,A,29,275,627.322299961284,268.6740502561728,367.39218552066995,4039.6386685317484,1288.2801810840513
0.7,A,47,275,679.763072509414,278.04898297002126,368.3961949527835,4385.782649777081,1412.8202061505315
0.7,A,71,275,626.7482668001811,283.4337569289808,386.10104355478546,4020.08922917631,1277.178935843081
0.7,A,101,275,646.9957727892547,306.4017538963316,415.667831956322,4044.171733117778,1294.0705352405134
0.7,B,11,275,144.21015825108614,92.88779064660957,114.35078064797793,557.7825168782862,251.97350128426868
0.7,B,29,275,284.7348045357203,172.94002498544117,222.36746229852514,1005.1280119932622,475.7474413544651
0.7,B,47,275,161.35665958342895,100.31158993680192,127.17431591544766,594.9720680553098,276.6642576309054
0.7,B,71,275,204.18164882669686,150.40728423749715,170.04372423490912,697.8094596049023,326.77644569365754
0.7,B,101,275,121.50213712922508,71.39621660203328,92.91171044711847,477.3464127415667,216.25731554131406
