cutoff_bohr,scheme,seed,n_points,rmse_cm-1,linear-r-weighted-rmse_cm-1,mae_cm-1,max-absolute-error_cm-1,shortest-quintile-rmse_cm-1
0.25,B,71,359,112.35679087864783,115.64139429857727,99.37325399890845,292.00119287155934,107.43677600957693
0.25,B,101,359,87.49669804112844,88.0312139917133,76.93788317127431,203.8466871032394,75.78524131004198
0.4,A,11,320,196.33424273444763,214.40385285492556,167.1391743607484,911.1703360363497,216.14376641193283
0.4,A,29,320,153.47399860606953,116.4781403591709,112.34220966148021,1201.3606699640927,274.3444447681229
0.4,A,47,320,226.16755889344716,203.2467529560388,192.73088962924433,1202.3642304426578,307.00265056678927
0.4,A,71,320,237.01539724806747,232.48409067556386,203.4270100750585,1171.8203746164472,303.1278873696677
0.4,A,101,320,262.79023535432464,239.84852974543162,216.04930595776165,1593.888874735232,390.47038948579865
0.4,B,11,320,58.18439519632966,58.91163713135012,50.41546494615094,113.22123053673451,39.03190794006325
0.4,B,29,320,69.66652042614908,73.22544267108185,56.523136562703314,252.02265252723012,84.48493346301956
0.4,B,47,320,49.730398294235584,58.32037138417827,39.44427299557358,113.96619387238435,22.77183382924338
0.4,B,71,320,61.525108046129,54.72601621727536,53.8316401636073,181.90615888265745,66.0281221774224
0.4,B,101,320,58.20239555666316,53.470522262205755,51.28642384843038,171.3327586995149,62.78783663125312
0.7,A,11,275,80.95054175385272,70.19077091747626,67.38051132882251,475.57926885375224,118.24819503774569
0.7,A,29,275,46.13305909046451,21.082756379308854,24.804988877538516,427.2537015659341,97.54715097773145
0.7,A,47,275,59.6235779143488,31.7991480605262,36.13854440087366,540.3139104479338,122.61509488060992
0.7,A,71,275,53.80119763856583,38.076194703436535,37.07372831399055,426.80952006152967,99.36214055559854
0.7,A,101,275,60.41136076245789,48.888428691419215,40.87185149962817,387.79396110351996,101.16313655814155
0.7,B,11,275,36.1124333257924,43.57417439260734,30.659532037821627,121.70613000007639,17.76374414413891
0.7,B,29,275,94.76969126950222,93.10315810401595,82.94098360974962,308.72639853366076,111.70539151607015
0.7,B,47,275,51.90326156980334,65.05268639015733,42.7827868405526,190.16029302966317,32.77261514087909
0.7,B,71,275,35.93356937609917,50.20472150544804,26.35113793720444,169.9148873362534,22.069793944808197
0.7,B,101,275,42.580344409469824,60.17670127928967,29.943979478118074,200.68801566553347,14.208077975045663
1.0,A,11,245,24.897467217438244,17.022394814175506,17.649726509204353,199.59738630922914,44.57100437831151
1.0,A,29,245,27.543595853780246,24.467586055323185,22.88792245305888,173.67147414746287,39.643290071434166
1.0,A,47,245,23.402459865662898,15.53235091537771,16.613286266072702,200.36775904720696,43.763022608790656
1.0,A,71,245,32.821940985430174,26.576784052429783,26.41098418186522,227.17175764480504,52.06791259561609
1.0,A,101,245,30.180827205248555,24.867811697670522,24.19250223634355,214.9640646035107,47.85291180699988
1.0,B,11,245,69.27066712143893,83.51990229823954,58.32577355867226,248.57850671289825,34.26992233407474
1.0,B,29,245,76.12458127360193,96.56306884948486,62.15369899704714,308.52946368172735,38.26797965220234
1.0,B,47,245,51.0977453995744,65.527295042513,41.11229068557692,209.2826676093929,21.352275355062808
