cutoff_bohr,fold,seed,scheme,n_train,n_test,best_standardized_mse,final_standardized_mse,best_step
0.25,4,29,A,287,72,0.007464297225071677,0.007464297225071677,40000
0.25,4,47,A,287,72,0.007966846381155131,0.007966846381155131,40000
0.25,4,71,A,287,72,0.008958880023310124,0.008958880023310124,40000
0.25,4,101,A,287,72,0.006669745944465547,0.006669745944465547,40000
0.25,4,11,B,287,72,6.2390482365666404e-06,6.2390482365666404e-06,40000
0.25,4,29,B,287,72,5.7293618522870966e-06,5.7293618522870966e-06,40000
0.25,4,47,B,287,72,6.108483271398646e-06,6.108483271398646e-06,40000
0.25,4,71,B,287,72,6.503265379716821e-06,6.503265379716821e-06,40000
0.25,4,101,B,287,72,6.009363445373046e-06,6.009363445373046e-06,40000
0.4,0,11,A,255,65,0.003080222635543416,0.003080222635543416,40000
0.4,0,29,A,255,65,0.0033361988246429944,0.0033361988246429944,40000
0.4,0,47,A,255,65,0.0032689078708845066,0.0032689078708845066,40000
0.4,0,71,A,255,65,0.0038146385056217875,0.0038146385056217875,40000
0.4,0,101,A,255,65,0.0027664874593283147,0.0027664874593283147,40000
0.4,0,11,B,255,65,8.954209150375726e-07,8.954209150375726e-07,40000
0.4,0,29,B,255,65,7.666033821311514e-07,7.666033821311514e-07,40000
0.4,0,47,B,255,65,1.1332316209930836e-06,1.1332316209930836e-06,40000
0.4,0,71,B,255,65,1.306276588975754e-06,1.306276588975754e-06,40000
0.4,0,101,B,255,65,8.599990640338026e-07,8.599990640338026e-07,40000
0.4,1,11,A,257,63,0.0031949014697806003,0.0031949014697806003,40000
0.4,1,29,A,257,63,0.003496838047383442,0.003496838047383442,40000
0.4,1,47,A,257,63,0.003450136334849459,0.003450136334849459,40000
0.4,1,71,A,257,63,0.00402880979266362,0.00402880979266362,40000
0.4,1,101,A,257,63,0.0028755201533719067,0.0028755201533719067,40000
0.4,1,11,B,257,63,9.453122146797804e-07,9.453122146797804e-07,40000
0.4,1,29,B,257,63,8.469977003729104e-07,8.469977003729104e-07,40000
0.4,1,47,B,257,63,1.1790620800935346e-06,1.1790620800935346e-06,40000
0.4,1,71,B,257,63,1.3976825178167585e-06,1.3976825178167585e-06,40000
0.4,1,101,B,257,63,9.06205899861529e-07,9.06205899861529e-07,40000
0.4,2,11,A,256,64,0.0031603256997813707,0.0031603256997813707,40000
0.4,2,29,A,256,64,0.0035854840821419316,0.0035854840821419316,40000
0.4,2,47,A,256,64,0.00337405352771128,0.00337405352771128,40000
0.4,2,71,A,256,64,0.00394775474435629,0.00394775474435629,40000
0.4,2,101,A,256,64,0.002832205928526068,0.002832205928526068,40000
0.4,2,11,B,256,64,9.210755010535143e-07,9.210755010535143e-07,40000
0.4,2,29,B,256,64,8.088991063216443e-07,8.088991063216443e-07,40000
0.4,2,47,B,256,64,1.1724979331564286e-06,1.1724979331564286e-06,40000
0.4,2,71,B,256,64,1.373211588901267e-06,1.373211588901267e-06,40000
0.4,2,101,B,256,64,8.898120254741609e-07,8.898120254741609e-07,40000
0.4,3,11,A,256,64,0.0032893370915610927,0.0032893370915610927,40000
0.4,3,29,A,256,64,0.0037440044923190007,0.0037440044923190007,40000
0.4,3,47,A,256,64,0.0035199284227042655,0.0035199284227042655,40000
0.4,3,71,A,256,64,0.004108465173972656,0.004108465173972656,40000
0.4,3,101,A,256,64,0.0029556595551100706,0.0029556595551100706,40000
0.4,3,11,B,256,64,9.396083568852107e-07,9.396083568852107e-07,40000
0.4,3,29,B,256,64,8.401393874131382e-07,8.401393874131382e-07,40000
0.4,3,47,B,256,64,1.1881359122143209e-06,1.1881359122143209e-06,40000
0.4,3,71,B,256,64,1.396000327050012e-06,1.396000327050012e-06,40000
0.4,3,101,B,256,64,9.00938975932188e-07,9.00938975932188e-07,40000
0.4,4,11,A,256,64,0.0032535602092161058,0.0032535602092161058,40000
0.4,4,29,A,256,64,0.003701511922004826,0.003701511922004826,40000
0.4,4,47,A,256,64,0.0034811094122263555,0.0034811094122263555,40000
0.4,4,71,A,256,64,0.00406367213817547,0.00406367213817547,40000
0.4,4,101,A,256,64,0.0029291415556516698,0.0029291415556516698,40000
0.4,4,11,B,256,64,9.407168487274318e-07,9.407168487274318e-07,40000
0.4,4,29,B,256,64,8.560224617545914e-07,8.560224617545914e-07,40000
0.4,4,47,B,256,64,1.1863081700578917e-06,1.1863081700578917e-06,40000
0.4,4,71,B,256,64,1.4003254403176578e-06,1.4003254403176578e-06,40000
0.4,4,101,B,256,64,9.026648166584373e-07,9.026648166584373e-07,40000
0.7,0,11,A,220,55,0.0016721388971532487,0.0016721388971532487,40000
0.7,0,29,A,220,55,0.001856152315083351,0.001856152315083351,40000
0.7,0,47,A,220,55,0.0015068611984178375,0.0015068611984178375,40000
0.7,0,71,A,220,55,0.0016195435824652782,0.0016195435824652782,40000
0.7,0,101,A,220,55,0.0016039956528346928,0.0016039956528346928,40000
0.7,0,11,B,220,55,2.5344143830937937e-06,2.5344143830937937e-06,40000
0.7,0,29,B,220,55,1.6560520267064602e-06,1.6560520267064602e-06,40000
0.7,0,47,B,220,55,3.465026414630119e-06,3.465026414630119e-06,40000
0.7,0,71,B,220,55,3.4875803774103707e-06,3.4875803774103707e-06,40000
