wavelength_nm,intensity_arb_gaussian_fwhm_0.35eV_COSMETIC
375.223,0.14375633
375.558,0.1481543
375.893,0.15270392
376.227,0.15740652
376.562,0.16226331
376.897,0.16727535
377.231,0.17244358
377.566,0.17776875
377.901,0.18325148
378.235,0.18889223
378.57,0.19469128
378.905,0.20064878
379.239,0.20676466
379.574,0.21303872
379.909,0.21947057
380.243,0.22605963
380.578,0.23280516
380.913,0.23970621
381.247,0.24676166
381.582,0.2539702
381.917,0.26133033
382.251,0.26884036
382.586,0.27649841
382.921,0.28430239
383.255,0.29225004
383.59,0.3003389
383.925,0.3085663
384.259,0.31692939
384.594,0.32542513
384.929,0.33405029
385.263,0.34280143
385.598,0.35167496
385.933,0.36066705
386.267,0.36977373
386.602,0.37899084
386.937,0.38831402
