wavelength_nm,intensity_arb_gaussian_fwhm_0.35eV_COSMETIC
373.063,1.12311848
373.384,1.12372749
373.706,1.12391971
374.028,1.12369708
374.349,1.123062
374.671,1.12201726
374.993,1.12056614
375.314,1.11871231
375.636,1.11645984
375.958,1.11381323
376.279,1.11077734
376.601,1.10735744
376.923,1.10355913
377.244,1.09938838
377.566,1.0948515
377.888,1.0899551
378.209,1.08470613
378.531,1.07911182
378.853,1.07317968
379.175,1.06691749
379.496,1.06033327
379.818,1.05343528
380.14,1.04623201
380.461,1.03873213
380.783,1.03094452
381.105,1.02287822
381.426,1.01454242
381.748,1.00594646
382.07,0.99709981
382.391,0.98801204
382.713,0.97869281
383.035,0.96915187
383.356,0.95939901
383.678,0.94944411
384.0,0.93929704
384.321,0.92896771
384.643,0.91846604
384.965,0.90780193
385.286,0.89698528
385.608,0.88602592
385.93,0.87493367
386.251,0.86371826
386.573,0.85238937
386.895,0.84095658
387.216,0.82942941
387.538,0.81781723
387.86,0.80612932
388.181,0.79437484
388.503,0.78256281
388.825,0.77070211
389.146,0.75880147
389.468,0.74686946
389.79,0.73491448
390.111,0.72294476
390.433,0.71096837
390.755,0.69899317
391.076,0.68702685
391.398,0.67507688
391.72,0.66315056
392.041,0.65125498
392.363,0.639397
392.685,0.62758329
393.006,0.61582032
393.328,0.60411431
393.65,0.5924713
393.971,0.58089708
394.293,0.56939724
394.615,0.55797715
394.936,0.54664195
395.258,0.53539656
395.58,0.52424568
395.901,0.51319381
396.223,0.50224521
396.545,0.49140392
396.867,0.48067378
397.188,0.47005842
397.51,0.45956124
397.832,0.44918545
398.153,0.43893403
398.475,0.42880979
398.797,0.4188153
399.118,0.40895298
399.44,0.39922502
399.762,0.38963343
400.083,0.38018005
400.405,0.37086651
400.727,0.36169429
401.048,0.35266468
401.37,0.34377881
401.692,0.33503763
402.013,0.32644196
402.335,0.31799243
402.657,0.30968955
402.978,0.30153366
403.3,0.29352498
403.622,0.28566356
403.943,0.27794936
404.265,0.27038219
404.587,0.26296174
404.908,0.25568759
405.23,0.24855919
405.552,0.24157591
405.873,0.23473698
406.195,0.22804158
406.517,0.22148875
406.838,0.21507747
407.16,0.20880662
407.482,0.20267502
407.803,0.19668139
408.125,0.19082439
408.447,0.18510262
408.768,0.1795146
409.09,0.17405882
409.412,0.16873368
409.733,0.16353756
410.055,0.15846877
410.377,0.15352559
410.698,0.14870627
411.02,0.144009
411.342,0.13943195
411.663,0.13497327
411.985,0.13063107
412.307,0.12640344
412.628,0.12228845
412.95,0.11828417
413.272,0.11438863
413.593,0.11059986
413.915,0.1069159
414.237,0.10333475
414.559,0.09985443
414.88,0.09647295
415.202,0.09318832
415.524,0.08999856
415.845,0.0869017
416.167,0.08389575
416.489,0.08097876
416.81,0.07814878
417.132,0.07540385
417.454,0.07274206
417.775,0.07016149
418.097,0.06766025
418.419,0.06523646
418.74,0.06288826
419.062,0.06061381
419.384,0.05841129
419.705,0.0562789
420.027,0.05421488
420.349,0.05221747
420.67,0.05028495
420.992,0.04841562
421.314,0.0466078
421.635,0.04485984
421.957,0.04317012
422.279,0.04153706
422.6,0.03995907
422.922,0.03843463
423.244,0.03696221
423.565,0.03554034
423.887,0.03416757
424.209,0.03284246
424.53,0.03156363
424.852,0.03032969
425.174,0.02913932
425.495,0.02799119
425.817,0.02688404
426.139,0.0258166
426.46,0.02478765
426.782,0.023796
427.104,0.02284046
427.425,0.02191991
427.747,0.02103323
428.069,0.02017933
428.39,0.01935715
428.712,0.01856567
429.034,0.01780387
429.355,0.01707077
429.677,0.01636543
429.999,0.01568691
430.32,0.0150343
430.642,0.01440674
430.964,0.01380337
431.285,0.01322335
431.607,0.01266588
431.929,0.01213018
432.251,0.01161548
432.572,0.01112104
432.894,0.01064615
433.216,0.01019011
433.537,0.00975225
433.859,0.00933191
434.181,0.00892846
434.502,0.00854128
434.824,0.00816977
435.146,0.00781337
435.467,0.00747151
435.789,0.00714364
436.111,0.00682926
436.432,0.00652784
436.754,0.00623891
437.076,0.00596198
437.397,0.0056966
437.719,0.00544233
438.041,0.00519874
438.362,0.00496541
438.684,0.00474195
439.006,0.00452798
439.327,0.00432311
439.649,0.004127
439.971,0.00393929
440.292,0.00375965
440.614,0.00358776
440.936,0.00342331
441.257,0.003266
441.579,0.00311554
441.901,0.00297166
442.222,0.00283408
442.544,0.00270254
